0.9464209173 ,   0.8837209302
0.9543506215 ,   0.8604651163
0.9619374196 ,   0.8372093023
0.9690955851 ,   0.7906976744
0.974239177 ,    0.7674418605
0.9800685812 ,   0.7209302326
0.984869267 ,    0.6744186047
0.9890270039 ,   0.6279069767
1.001285898 ,    0.511627907
1.009215602 ,    0.4186046512
1.013716245 ,    0.3255813953
1.020788684 ,    0.3023255814
1.027903986 ,    0.2325581395
1.031204458 ,    0.2093023256
1.039862838 ,    0.1860465116
1.052293185 ,    0.1395348837
1.061508787 ,    0.1162790698
