0.957417157 ,	0.39380530974690265487
0.9666769898 ,	0.4749262537
0.9711985135 ,	0.5309734513
0.9776711056 ,	0.6283185841
0.9815113038 ,	0.7020648968
0.9848250232 ,	0.7699115044
0.9884174667 ,	0.8525073746
0.9913905234 ,	0.9115044248
0.999814184 ,	0.994100295
1.008206875 ,	0.9174041298
1.012790338 ,	0.8436578171
1.017126045 ,	0.7669616519
1.022824404 ,	0.6725663717
1.028584701 ,	0.5899705015
1.034159182 ,	0.5221238938
1.039331062 ,	0.4690265487
1.046639827 ,	0.3938053097
